season,date,home_team,away_team,home_score,away_score,home_xg,away_xg,home_PPDA,home_season_xPTS,home_season_xG,home_season_xGA,away_PPDA,away_season_xPTS,away_season_xG,away_season_xGA
23/24,4/7/24,SHU,CHE,2.0,2.0,1.74,0.52,17.2,28.53,41.31,85.71,9.57,64.2,80.88,62.6
23/24,4/7/24,TOT,NFO,3.0,1.0,1.62,2.0,7.5,57.42,73.35,68.07,17.74,50.17,52.16,56.25
23/24,4/13/24,NEW,TOT,4.0,0.0,3.15,0.74,10.26,65.59,84.48,62.46,7.5,57.42,73.35,68.07
23/24,4/13/24,BRE,SHU,2.0,0.0,1.09,0.83,10.07,52.94,64.29,60.26,17.2,28.53,41.31,85.71
23/24,4/13/24,BUR,BRI,1.0,1.0,1.85,0.89,13.32,33.69,43.44,75.72,10.0,54.43,61.91,60.94
23/24,4/13/24,MCI,LUT,5.0,1.0,4.64,0.81,11.25,83.07,89.55,37.27,13.16,32.33,49.87,91.65
23/24,4/13/24,NFO,WOL,2.0,2.0,1.76,1.46,17.74,50.17,52.16,56.25,12.46,39.79,50.65,76.11
23/24,4/13/24,BOU,MUN,2.0,2.0,2.39,1.52,9.71,53.47,63.76,65.51,11.96,44.42,60.33,74.76
23/24,4/14/24,LIV,CRY,0.0,1.0,3.04,2.13,7.66,76.88,94.79,47.4,13.75,50.46,53.94,57.99
23/24,4/14/24,WHU,FUL,0.0,2.0,1.45,3.61,15.95,41.28,54.53,77.91,13.73,44.99,52.81,66.9
23/24,4/14/24,ARS,AVL,0.0,2.0,1.89,0.93,9.6,81.94,84.39,31.78,13.68,55.43,67.42,65.08
23/24,4/15/24,CHE,EVE,6.0,0.0,3.37,1.22,9.57,64.2,80.88,62.6,13.12,53.1,60.75,60.26
23/24,4/20/24,LUT,BRE,1.0,5.0,0.5,3.78,13.16,32.33,49.87,91.65,10.07,52.94,64.29,60.26
23/24,4/20/24,SHU,BUR,1.0,4.0,1.98,2.42,17.2,28.53,41.31,85.71,13.32,33.69,43.44,75.72
23/24,4/20/24,WOL,ARS,0.0,2.0,0.16,1.66,12.46,39.79,50.65,76.11,9.6,81.94,84.39,31.78
23/24,4/21/24,EVE,NFO,2.0,0.0,0.47,1.19,13.12,53.1,60.75,60.26,17.74,50.17,52.16,56.25
23/24,4/21/24,AVL,BOU,3.0,1.0,2.63,2.05,13.68,55.43,67.42,65.08,9.71,53.47,63.76,65.51
23/24,4/21/24,CRY,WHU,5.0,2.0,3.72,1.35,13.75,50.46,53.94,57.99,15.95,41.28,54.53,77.91
23/24,4/21/24,FUL,LIV,1.0,3.0,0.84,1.02,13.73,44.99,52.81,66.9,7.66,76.88,94.79,47.4
23/24,4/23/24,ARS,CHE,5.0,0.0,3.46,1.6,9.6,81.94,84.39,31.78,9.57,64.2,80.88,62.6
23/24,4/24/24,WOL,BOU,0.0,1.0,0.48,2.4,12.46,39.79,50.65,76.11,9.71,53.47,63.76,65.51
23/24,4/24/24,CRY,NEW,2.0,0.0,1.44,0.55,13.75,50.46,53.94,57.99,10.26,65.59,84.48,62.46
23/24,4/24/24,EVE,LIV,2.0,0.0,1.89,1.87,13.12,53.1,60.75,60.26,7.66,76.88,94.79,47.4
23/24,4/24/24,MUN,SHU,4.0,2.0,3.51,1.21,11.96,44.42,60.33,74.76,17.2,28.53,41.31,85.71
23/24,4/25/24,BRI,MCI,0.0,4.0,0.57,1.91,10.0,54.43,61.91,60.94,11.25,83.07,89.55,37.27
23/24,4/27/24,WHU,LIV,2.0,2.0,0.79,2.29,15.95,41.28,54.53,77.91,7.66,76.88,94.79,47.4
23/24,4/27/24,FUL,CRY,1.0,1.0,1.39,1.05,13.73,44.99,52.81,66.9,13.75,50.46,53.94,57.99
23/24,4/27/24,MUN,BUR,1.0,1.0,3.06,1.9,11.96,44.42,60.33,74.76,13.32,33.69,43.44,75.72
23/24,4/27/24,NEW,SHU,5.0,1.0,2.93,1.82,10.26,65.59,84.48,62.46,17.2,28.53,41.31,85.71
23/24,4/27/24,WOL,LUT,2.0,1.0,1.49,0.9,12.46,39.79,50.65,76.11,13.16,32.33,49.87,91.65
23/24,4/27/24,EVE,BRE,1.0,0.0,1.21,0.96,13.12,53.1,60.75,60.26,10.07,52.94,64.29,60.26
23/24,4/27/24,AVL,CHE,2.0,2.0,0.61,1.56,13.68,55.43,67.42,65.08,9.57,64.2,80.88,62.6
23/24,4/28/24,BOU,BRI,3.0,0.0,2.48,1.36,9.71,53.47,63.76,65.51,10.0,54.43,61.91,60.94
23/24,4/28/24,TOT,ARS,2.0,3.0,2.6,1.51,7.5,57.42,73.35,68.07,9.6,81.94,84.39,31.78
23/24,4/28/24,NFO,MCI,0.0,2.0,2.17,0.93,17.74,50.17,52.16,56.25,11.25,83.07,89.55,37.27
23/24,5/2/24,CHE,TOT,2.0,0.0,2.22,1.27,9.57,64.2,80.88,62.6,7.5,57.42,73.35,68.07
23/24,5/3/24,LUT,EVE,1.0,1.0,0.95,1.23,13.16,32.33,49.87,91.65,13.12,53.1,60.75,60.26
23/24,5/4/24,ARS,BOU,3.0,0.0,3.91,0.47,9.6,81.94,84.39,31.78,9.71,53.47,63.76,65.51
23/24,5/4/24,BRE,FUL,0.0,0.0,0.81,1.46,10.07,52.94,64.29,60.26,13.73,44.99,52.81,66.9
23/24,5/4/24,BUR,NEW,1.0,4.0,1.29,4.26,13.32,33.69,43.44,75.72,10.26,65.59,84.48,62.46
23/24,5/4/24,SHU,NFO,1.0,3.0,2.49,1.94,17.2,28.53,41.31,85.71,17.74,50.17,52.16,56.25
23/24,5/4/24,MCI,WOL,5.0,1.0,4.53,0.4,11.25,83.07,89.55,37.27,12.46,39.79,50.65,76.11
23/24,5/5/24,BRI,AVL,1.0,0.0,2.64,0.06,10.0,54.43,61.91,60.94,13.68,55.43,67.42,65.08
23/24,5/5/24,CHE,WHU,5.0,0.0,4.22,0.89,9.57,64.2,80.88,62.6,15.95,41.28,54.53,77.91
23/24,5/5/24,LIV,TOT,4.0,2.0,3.26,1.17,7.66,76.88,94.79,47.4,7.5,57.42,73.35,68.07
23/24,5/6/24,CRY,MUN,4.0,0.0,2.07,0.34,13.75,50.46,53.94,57.99,11.96,44.42,60.33,74.76
23/24,5/11/24,FUL,MCI,0.0,4.0,0.09,3.15,13.73,44.99,52.81,66.9,11.25,83.07,89.55,37.27
23/24,5/11/24,BOU,BRE,1.0,2.0,1.07,1.93,9.71,53.47,63.76,65.51,10.07,52.94,64.29,60.26
23/24,5/11/24,EVE,SHU,1.0,0.0,1.82,0.47,13.12,53.1,60.75,60.26,17.2,28.53,41.31,85.71
23/24,5/11/24,NEW,BRI,1.0,1.0,2.45,1.92,10.26,65.59,84.48,62.46,10.0,54.43,61.91,60.94
23/24,5/11/24,TOT,BUR,2.0,1.0,3.0,0.95,7.5,57.42,73.35,68.07,13.32,33.69,43.44,75.72
23/24,5/11/24,WHU,LUT,3.0,1.0,3.71,0.64,15.95,41.28,54.53,77.91,13.16,32.33,49.87,91.65
23/24,5/11/24,WOL,CRY,1.0,3.0,1.16,2.51,12.46,39.79,50.65,76.11,13.75,50.46,53.94,57.99
23/24,5/11/24,NFO,CHE,2.0,3.0,2.45,2.41,17.74,50.17,52.16,56.25,9.57,64.2,80.88,62.6
23/24,5/12/24,MUN,ARS,0.0,1.0,0.55,1.73,11.96,44.42,60.33,74.76,9.6,81.94,84.39,31.78
23/24,5/13/24,AVL,LIV,3.0,3.0,2.72,1.9,13.68,55.43,67.42,65.08,7.66,76.88,94.79,47.4
23/24,5/14/24,TOT,MCI,0.0,2.0,1.84,2.7,7.5,57.42,73.35,68.07,11.25,83.07,89.55,37.27
23/24,5/15/24,BRI,CHE,1.0,2.0,1.32,1.54,10.0,54.43,61.91,60.94,9.57,64.2,80.88,62.6
23/24,5/15/24,MUN,NEW,3.0,2.0,1.5,2.28,11.96,44.42,60.33,74.76,10.26,65.59,84.48,62.46
23/24,5/19/24,ARS,EVE,2.0,1.0,3.21,0.66,9.6,81.94,84.39,31.78,13.12,53.1,60.75,60.26
23/24,5/19/24,BRE,NEW,2.0,4.0,1.7,3.65,10.07,52.94,64.29,60.26,10.26,65.59,84.48,62.46
23/24,5/19/24,BRI,MUN,0.0,2.0,1.97,1.0,10.0,54.43,61.91,60.94,11.96,44.42,60.33,74.76
23/24,5/19/24,BUR,NFO,1.0,2.0,1.08,1.58,13.32,33.69,43.44,75.72,17.74,50.17,52.16,56.25
23/24,5/19/24,CHE,BOU,2.0,1.0,1.6,2.0,9.57,64.2,80.88,62.6,9.71,53.47,63.76,65.51
23/24,5/19/24,CRY,AVL,5.0,0.0,2.23,0.6,13.75,50.46,53.94,57.99,13.68,55.43,67.42,65.08
23/24,5/19/24,LIV,WOL,2.0,0.0,5.66,0.73,7.66,76.88,94.79,47.4,12.46,39.79,50.65,76.11
23/24,5/19/24,LUT,FUL,2.0,4.0,2.07,1.12,13.16,32.33,49.87,91.65,13.73,44.99,52.81,66.9
23/24,5/19/24,MCI,WHU,3.0,1.0,2.32,0.24,11.25,83.07,89.55,37.27,15.95,41.28,54.53,77.91
23/24,5/19/24,SHU,TOT,0.0,3.0,0.7,3.2,17.2,28.53,41.31,85.71,7.5,57.42,73.35,68.07
24/25,8/16/24,MUN,FUL,1.0,0.0,2.04,0.42,10.07,52.24,56.91,60.73,12.1,57.6,58.0,49.23
24/25,8/17/24,IPS,LIV,0.0,2.0,0.34,3.93,14.2,28.45,40.42,83.73,8.94,81.84,93.24,42.32
24/25,8/17/24,ARS,WOL,2.0,0.0,1.63,0.58,8.8,72.96,73.57,39.98,11.54,41.45,45.37,61.57
24/25,8/17/24,EVE,BRI,0.0,3.0,0.41,1.79,14.28,47.65,46.87,53.66,9.93,57.26,65.28,59.12
24/25,8/17/24,NEW,SOU,1.0,0.0,0.43,1.95,10.28,62.61,71.48,53.98,12.04,22.69,38.63,98.35
24/25,8/17/24,NFO,BOU,1.0,1.0,1.24,1.91,14.22,50.01,52.75,55.92,8.53,65.03,72.62,53.99
24/25,8/17/24,WHU,AVL,1.0,2.0,2.8,2.67,12.25,41.76,50.59,68.09,12.39,61.53,66.39,55.0
24/25,8/18/24,BRE,CRY,2.0,1.0,1.38,1.15,10.87,54.94,67.12,60.86,13.17,58.16,67.78,58.88
24/25,8/18/24,CHE,MCI,0.0,2.0,1.06,1.18,10.84,62.56,73.12,54.26,12.09,64.66,73.15,52.9
24/25,8/19/24,LEI,TOT,1.0,1.0,1.03,1.41,13.25,26.43,38.06,85.89,9.43,50.07,65.36,68.23
24/25,8/24/24,BRI,MUN,2.0,1.0,2.14,1.29,9.93,57.26,65.28,59.12,10.07,52.24,56.91,60.73
24/25,8/24/24,CRY,WHU,0.0,2.0,1.38,1.53,13.17,58.16,67.78,58.88,12.25,41.76,50.59,68.09
24/25,8/24/24,FUL,LEI,2.0,1.0,1.96,0.86,12.1,57.6,58.0,49.23,13.25,26.43,38.06,85.89
24/25,8/24/24,MCI,IPS,4.0,1.0,3.08,0.48,12.09,64.66,73.15,52.9,14.2,28.45,40.42,83.73
24/25,8/24/24,SOU,NFO,0.0,1.0,0.21,2.86,12.04,22.69,38.63,98.35,14.22,50.01,52.75,55.92
24/25,8/24/24,TOT,EVE,4.0,0.0,2.61,0.65,9.43,50.07,65.36,68.23,14.28,47.65,46.87,53.66
24/25,8/24/24,AVL,ARS,0.0,2.0,1.32,1.41,12.39,61.53,66.39,55.0,8.8,72.96,73.57,39.98
24/25,8/25/24,WOL,CHE,2.0,6.0,2.42,2.03,11.54,41.45,45.37,61.57,10.84,62.56,73.12,54.26
24/25,8/25/24,BOU,NEW,1.0,1.0,2.54,1.89,8.53,65.03,72.62,53.99,10.28,62.61,71.48,53.98
24/25,8/25/24,LIV,BRE,2.0,0.0,2.72,0.46,8.94,81.84,93.24,42.32,10.87,54.94,67.12,60.86
24/25,8/31/24,ARS,BRI,1.0,1.0,2.42,1.82,8.8,72.96,73.57,39.98,9.93,57.26,65.28,59.12
24/25,8/31/24,BRE,SOU,3.0,1.0,3.86,1.65,10.87,54.94,67.12,60.86,12.04,22.69,38.63,98.35
24/25,8/31/24,EVE,BOU,2.0,3.0,2.56,2.96,14.28,47.65,46.87,53.66,8.53,65.03,72.62,53.99
24/25,8/31/24,IPS,FUL,1.0,1.0,0.71,1.19,14.2,28.45,40.42,83.73,12.1,57.6,58.0,49.23
24/25,8/31/24,LEI,AVL,1.0,2.0,0.77,2.16,13.25,26.43,38.06,85.89,12.39,61.53,66.39,55.0
24/25,8/31/24,NFO,WOL,1.0,1.0,1.41,0.94,14.22,50.01,52.75,55.92,11.54,41.45,45.37,61.57
24/25,8/31/24,WHU,MCI,1.0,3.0,0.95,3.19,12.25,41.76,50.59,68.09,12.09,64.66,73.15,52.9
24/25,9/1/24,NEW,TOT,2.0,1.0,1.59,1.63,10.28,62.61,71.48,53.98,9.43,50.07,65.36,68.23
24/25,9/1/24,CHE,CRY,1.0,1.0,2.98,0.46,10.84,62.56,73.12,54.26,13.17,58.16,67.78,58.88
24/25,9/1/24,MUN,LIV,0.0,3.0,1.5,2.1,10.07,52.24,56.91,60.73,8.94,81.84,93.24,42.32
24/25,9/14/24,SOU,MUN,0.0,3.0,1.36,3.03,12.04,22.69,38.63,98.35,10.07,52.24,56.91,60.73
24/25,9/14/24,BRI,IPS,0.0,0.0,1.76,0.72,9.93,57.26,65.28,59.12,14.2,28.45,40.42,83.73
24/25,9/14/24,FUL,WHU,1.0,1.0,2.89,0.68,12.1,57.6,58.0,49.23,12.25,41.76,50.59,68.09
24/25,9/14/24,LIV,NFO,0.0,1.0,1.17,0.59,8.94,81.84,93.24,42.32,14.22,50.01,52.75,55.92
24/25,9/14/24,CRY,LEI,2.0,2.0,2.89,1.65,13.17,58.16,67.78,58.88,13.25,26.43,38.06,85.89
24/25,9/14/24,MCI,BRE,2.0,1.0,1.55,1.05,12.09,64.66,73.15,52.9,10.87,54.94,67.12,60.86
24/25,9/14/24,AVL,EVE,3.0,2.0,3.16,0.85,12.39,61.53,66.39,55.0,14.28,47.65,46.87,53.66
24/25,9/14/24,BOU,CHE,0.0,1.0,1.54,0.93,8.53,65.03,72.62,53.99,10.84,62.56,73.12,54.26
24/25,9/15/24,TOT,ARS,0.0,1.0,0.79,1.12,9.43,50.07,65.36,68.23,8.8,72.96,73.57,39.98
24/25,9/15/24,WOL,NEW,1.0,2.0,1.47,1.48,11.54,41.45,45.37,61.57,10.28,62.61,71.48,53.98
24/25,9/21/24,WHU,CHE,0.0,3.0,0.76,2.4,12.25,41.76,50.59,68.09,10.84,62.56,73.12,54.26
24/25,9/21/24,SOU,IPS,1.0,1.0,2.9,1.65,12.04,22.69,38.63,98.35,14.2,28.45,40.42,83.73
24/25,9/21/24,LEI,EVE,1.0,1.0,1.34,1.82,13.25,26.43,38.06,85.89,14.28,47.65,46.87,53.66
24/25,9/21/24,LIV,BOU,3.0,0.0,2.44,1.47,8.94,81.84,93.24,42.32,8.53,65.03,72.62,53.99
24/25,9/21/24,FUL,NEW,3.0,1.0,3.21,1.1,12.1,57.6,58.0,49.23,10.28,62.61,71.48,53.98
24/25,9/21/24,AVL,WOL,3.0,1.0,2.37,0.52,12.39,61.53,66.39,55.0,11.54,41.45,45.37,61.57
24/25,9/21/24,TOT,BRE,3.0,1.0,3.89,0.89,9.43,50.07,65.36,68.23,10.87,54.94,67.12,60.86
24/25,9/21/24,CRY,MUN,0.0,0.0,1.67,2.35,13.17,58.16,67.78,58.88,10.07,52.24,56.91,60.73
24/25,9/22/24,BRI,NFO,2.0,2.0,1.57,1.37,9.93,57.26,65.28,59.12,14.22,50.01,52.75,55.92
24/25,9/22/24,MCI,ARS,2.0,2.0,2.76,1.28,12.09,64.66,73.15,52.9,8.8,72.96,73.57,39.98
24/25,9/28/24,NEW,MCI,1.0,1.0,1.34,1.27,10.28,62.61,71.48,53.98,12.09,64.66,73.15,52.9
24/25,9/28/24,NFO,FUL,0.0,1.0,0.61,1.44,14.22,50.01,52.75,55.92,12.1,57.6,58.0,49.23
24/25,9/28/24,EVE,CRY,2.0,1.0,1.11,1.12,14.28,47.65,46.87,53.66,13.17,58.16,67.78,58.88
24/25,9/28/24,ARS,LEI,4.0,2.0,6.05,0.34,8.8,72.96,73.57,39.98,13.25,26.43,38.06,85.89
24/25,9/28/24,BRE,WHU,1.0,1.0,0.37,0.88,10.87,54.94,67.12,60.86,12.25,41.76,50.59,68.09
24/25,9/28/24,CHE,BRI,4.0,2.0,3.66,1.21,10.84,62.56,73.12,54.26,9.93,57.26,65.28,59.12
24/25,9/28/24,WOL,LIV,1.0,2.0,0.75,2.12,11.54,41.45,45.37,61.57,8.94,81.84,93.24,42.32
24/25,9/29/24,IPS,AVL,2.0,2.0,1.85,1.14,14.2,28.45,40.42,83.73,12.39,61.53,66.39,55.0
24/25,9/29/24,MUN,TOT,0.0,3.0,0.6,5.41,10.07,52.24,56.91,60.73,9.43,50.07,65.36,68.23
24/25,9/30/24,BOU,SOU,3.0,1.0,1.44,0.7,8.53,65.03,72.62,53.99,12.04,22.69,38.63,98.35
24/25,10/5/24,CRY,LIV,0.0,1.0,0.61,2.07,13.17,58.16,67.78,58.88,8.94,81.84,93.24,42.32
24/25,10/5/24,LEI,BOU,1.0,0.0,0.91,1.95,13.25,26.43,38.06,85.89,8.53,65.03,72.62,53.99
24/25,10/5/24,MCI,FUL,3.0,2.0,1.37,2.76,12.09,64.66,73.15,52.9,12.1,57.6,58.0,49.23
24/25,10/5/24,WHU,IPS,4.0,1.0,4.39,1.18,12.25,41.76,50.59,68.09,14.2,28.45,40.42,83.73
24/25,10/5/24,ARS,SOU,3.0,1.0,3.25,1.27,8.8,72.96,73.57,39.98,12.04,22.69,38.63,98.35
24/25,10/5/24,BRE,WOL,5.0,3.0,4.14,0.7,10.87,54.94,67.12,60.86,11.54,41.45,45.37,61.57
24/25,10/5/24,EVE,NEW,0.0,0.0,0.69,1.79,14.28,47.65,46.87,53.66,10.28,62.61,71.48,53.98
24/25,10/6/24,CHE,NFO,1.0,1.0,2.28,1.67,10.84,62.56,73.12,54.26,14.22,50.01,52.75,55.92
24/25,10/6/24,AVL,MUN,0.0,0.0,0.53,0.45,12.39,61.53,66.39,55.0,10.07,52.24,56.91,60.73
24/25,10/6/24,BRI,TOT,3.0,2.0,1.97,1.09,9.93,57.26,65.28,59.12,9.43,50.07,65.36,68.23
24/25,10/19/24,TOT,WHU,4.0,1.0,1.44,0.86,9.43,50.07,65.36,68.23,12.25,41.76,50.59,68.09
24/25,10/19/24,FUL,AVL,1.0,3.0,2.63,1.44,12.1,57.6,58.0,49.23,12.39,61.53,66.39,55.0
24/25,10/19/24,IPS,EVE,0.0,2.0,1.17,1.61,14.2,28.45,40.42,83.73,14.28,47.65,46.87,53.66
24/25,10/19/24,MUN,BRE,2.0,1.0,1.77,0.89,10.07,52.24,56.91,60.73,10.87,54.94,67.12,60.86
24/25,10/19/24,NEW,BRI,0.0,1.0,1.94,1.68,10.28,62.61,71.48,53.98,9.93,57.26,65.28,59.12
24/25,10/19/24,SOU,LEI,2.0,3.0,2.43,2.84,12.04,22.69,38.63,98.35,13.25,26.43,38.06,85.89
24/25,10/19/24,BOU,ARS,2.0,0.0,2.18,0.74,8.53,65.03,72.62,53.99,8.8,72.96,73.57,39.98
24/25,10/20/24,WOL,MCI,1.0,2.0,0.76,1.37,11.54,41.45,45.37,61.57,12.09,64.66,73.15,52.9
24/25,10/20/24,LIV,CHE,2.0,1.0,2.23,1.34,8.94,81.84,93.24,42.32,10.84,62.56,73.12,54.26
24/25,10/21/24,NFO,CRY,1.0,0.0,1.89,0.84,14.22,50.01,52.75,55.92,13.17,58.16,67.78,58.88
24/25,10/25/24,LEI,NFO,1.0,3.0,0.83,2.54,13.25,26.43,38.06,85.89,14.22,50.01,52.75,55.92
24/25,10/26/24,MCI,SOU,1.0,0.0,3.16,0.37,12.09,64.66,73.15,52.9,12.04,22.69,38.63,98.35
24/25,10/26/24,AVL,BOU,1.0,1.0,1.97,0.33,12.39,61.53,66.39,55.0,8.53,65.03,72.62,53.99
24/25,10/26/24,BRE,IPS,4.0,3.0,4.1,1.66,10.87,54.94,67.12,60.86,14.2,28.45,40.42,83.73
24/25,10/26/24,BRI,WOL,2.0,2.0,1.51,1.11,9.93,57.26,65.28,59.12,11.54,41.45,45.37,61.57
24/25,10/26/24,EVE,FUL,1.0,1.0,0.88,1.5,14.28,47.65,46.87,53.66,12.1,57.6,58.0,49.23
24/25,10/27/24,CHE,NEW,2.0,1.0,1.62,1.74,10.84,62.56,73.12,54.26,10.28,62.61,71.48,53.98
24/25,10/27/24,CRY,TOT,1.0,0.0,0.98,1.02,13.17,58.16,67.78,58.88,9.43,50.07,65.36,68.23
24/25,10/27/24,WHU,MUN,2.0,1.0,2.99,2.63,12.25,41.76,50.59,68.09,10.07,52.24,56.91,60.73
24/25,10/27/24,ARS,LIV,2.0,2.0,1.09,1.35,8.8,72.96,73.57,39.98,8.94,81.84,93.24,42.32
24/25,11/2/24,NEW,ARS,1.0,0.0,0.86,0.91,10.28,62.61,71.48,53.98,8.8,72.96,73.57,39.98
24/25,11/2/24,BOU,MCI,2.0,1.0,2.45,2.35,8.53,65.03,72.62,53.99,12.09,64.66,73.15,52.9
24/25,11/2/24,IPS,LEI,1.0,1.0,1.34,2.34,14.2,28.45,40.42,83.73,13.25,26.43,38.06,85.89
24/25,11/2/24,LIV,BRI,2.0,1.0,1.81,1.02,8.94,81.84,93.24,42.32,9.93,57.26,65.28,59.12
24/25,11/2/24,NFO,WHU,3.0,0.0,2.35,0.13,14.22,50.01,52.75,55.92,12.25,41.76,50.59,68.09
24/25,11/2/24,SOU,EVE,1.0,0.0,0.54,1.79,12.04,22.69,38.63,98.35,14.28,47.65,46.87,53.66
24/25,11/2/24,WOL,CRY,2.0,2.0,1.65,2.65,11.54,41.45,45.37,61.57,13.17,58.16,67.78,58.88
24/25,11/3/24,TOT,AVL,4.0,1.0,2.1,2.49,9.43,50.07,65.36,68.23,12.39,61.53,66.39,55.0
24/25,11/3/24,MUN,CHE,1.0,1.0,2.16,1.21,10.07,52.24,56.91,60.73,10.84,62.56,73.12,54.26
24/25,11/4/24,FUL,BRE,2.0,1.0,1.43,0.74,12.1,57.6,58.0,49.23,10.87,54.94,67.12,60.86
24/25,11/9/24,BRE,BOU,3.0,2.0,1.56,2.49,10.87,54.94,67.12,60.86,8.53,65.03,72.62,53.99
24/25,11/9/24,CRY,FUL,0.0,2.0,1.96,2.25,13.17,58.16,67.78,58.88,12.1,57.6,58.0,49.23
24/25,11/9/24,WHU,EVE,0.0,0.0,1.12,0.87,12.25,41.76,50.59,68.09,14.28,47.65,46.87,53.66
24/25,11/9/24,WOL,SOU,2.0,0.0,0.91,0.79,11.54,41.45,45.37,61.57,12.04,22.69,38.63,98.35
24/25,11/9/24,BRI,MCI,2.0,1.0,2.87,2.6,9.93,57.26,65.28,59.12,12.09,64.66,73.15,52.9
24/25,11/9/24,LIV,AVL,2.0,0.0,2.68,1.66,8.94,81.84,93.24,42.32,12.39,61.53,66.39,55.0
24/25,11/10/24,NFO,NEW,1.0,3.0,1.18,1.87,14.22,50.01,52.75,55.92,10.28,62.61,71.48,53.98
24/25,11/10/24,MUN,LEI,3.0,0.0,1.24,0.42,10.07,52.24,56.91,60.73,13.25,26.43,38.06,85.89
24/25,11/10/24,TOT,IPS,1.0,2.0,1.75,2.18,9.43,50.07,65.36,68.23,14.2,28.45,40.42,83.73
24/25,11/10/24,CHE,ARS,1.0,1.0,1.24,1.96,10.84,62.56,73.12,54.26,8.8,72.96,73.57,39.98
24/25,11/23/24,LEI,CHE,1.0,2.0,0.97,2.82,13.25,26.43,38.06,85.89,10.84,62.56,73.12,54.26
24/25,11/23/24,BOU,BRI,1.0,2.0,1.91,1.23,8.53,65.03,72.62,53.99,9.93,57.26,65.28,59.12
24/25,11/23/24,ARS,NFO,3.0,0.0,1.66,0.4,8.8,72.96,73.57,39.98,14.22,50.01,52.75,55.92
24/25,11/23/24,EVE,BRE,0.0,0.0,1.6,1.34,14.28,47.65,46.87,53.66,10.87,54.94,67.12,60.86
24/25,11/23/24,AVL,CRY,2.0,2.0,3.04,1.61,12.39,61.53,66.39,55.0,13.17,58.16,67.78,58.88
24/25,11/23/24,FUL,WOL,1.0,4.0,0.72,1.34,12.1,57.6,58.0,49.23,11.54,41.45,45.37,61.57
24/25,11/23/24,MCI,TOT,0.0,4.0,2.16,3.3,12.09,64.66,73.15,52.9,9.43,50.07,65.36,68.23
24/25,11/24/24,SOU,LIV,2.0,3.0,1.54,3.19,12.04,22.69,38.63,98.35,8.94,81.84,93.24,42.32
24/25,11/24/24,IPS,MUN,1.0,1.0,1.99,1.27,14.2,28.45,40.42,83.73,10.07,52.24,56.91,60.73
24/25,11/25/24,NEW,WHU,0.0,2.0,1.5,0.94,10.28,62.61,71.48,53.98,12.25,41.76,50.59,68.09
24/25,11/29/24,BRI,SOU,1.0,1.0,1.87,0.93,9.93,57.26,65.28,59.12,12.04,22.69,38.63,98.35
24/25,11/30/24,BRE,LEI,4.0,1.0,2.22,0.91,10.87,54.94,67.12,60.86,13.25,26.43,38.06,85.89
24/25,11/30/24,CRY,NEW,1.0,1.0,2.3,0.02,13.17,58.16,67.78,58.88,10.28,62.61,71.48,53.98
24/25,11/30/24,NFO,IPS,1.0,0.0,1.77,0.46,14.22,50.01,52.75,55.92,14.2,28.45,40.42,83.73
24/25,11/30/24,WOL,BOU,2.0,4.0,0.87,3.08,11.54,41.45,45.37,61.57,8.53,65.03,72.62,53.99
24/25,11/30/24,WHU,ARS,2.0,5.0,1.24,4.0,12.25,41.76,50.59,68.09,8.8,72.96,73.57,39.98
24/25,12/1/24,CHE,AVL,3.0,0.0,1.95,0.88,10.84,62.56,73.12,54.26,12.39,61.53,66.39,55.0
24/25,12/1/24,MUN,EVE,4.0,0.0,1.76,0.77,10.07,52.24,56.91,60.73,14.28,47.65,46.87,53.66
24/25,12/1/24,TOT,FUL,1.0,1.0,1.01,1.57,9.43,50.07,65.36,68.23,12.1,57.6,58.0,49.23
24/25,12/1/24,LIV,MCI,2.0,0.0,3.7,0.75,8.94,81.84,93.24,42.32,12.09,64.66,73.15,52.9
24/25,12/3/24,IPS,CRY,0.0,1.0,0.47,1.65,14.2,28.45,40.42,83.73,13.17,58.16,67.78,58.88
24/25,12/3/24,LEI,WHU,3.0,1.0,2.78,2.88,13.25,26.43,38.06,85.89,12.25,41.76,50.59,68.09
24/25,12/4/24,EVE,WOL,4.0,0.0,1.5,0.85,14.28,47.65,46.87,53.66,11.54,41.45,45.37,61.57
24/25,12/4/24,MCI,NFO,3.0,0.0,3.2,0.8,12.09,64.66,73.15,52.9,14.22,50.01,52.75,55.92
24/25,12/4/24,NEW,LIV,3.0,3.0,1.52,2.23,10.28,62.61,71.48,53.98,8.94,81.84,93.24,42.32
24/25,12/4/24,SOU,CHE,1.0,5.0,1.91,5.83,12.04,22.69,38.63,98.35,10.84,62.56,73.12,54.26
24/25,12/4/24,ARS,MUN,2.0,0.0,2.97,0.26,8.8,72.96,73.57,39.98,10.07,52.24,56.91,60.73
24/25,12/4/24,AVL,BRE,3.0,1.0,3.22,1.13,12.39,61.53,66.39,55.0,10.87,54.94,67.12,60.86
24/25,12/5/24,FUL,BRI,3.0,1.0,0.67,1.1,12.1,57.6,58.0,49.23,9.93,57.26,65.28,59.12
24/25,12/5/24,BOU,TOT,1.0,0.0,3.28,0.62,8.53,65.03,72.62,53.99,9.43,50.07,65.36,68.23
24/25,12/7/24,AVL,SOU,1.0,0.0,2.51,0.39,12.39,61.53,66.39,55.0,12.04,22.69,38.63,98.35
