season,date,home_team,away_team,home_score,away_score,home_xg,away_xg,home_PPDA,home_season_xPTS,home_season_xG,home_season_xGA,away_PPDA,away_season_xPTS,away_season_xG,away_season_xGA
17/18,12/27/17,NEW,MCI,0.0,1.0,0.17,1.93,13.38,46.24,44.63,52.47,6.4,91.09,91.43,24.51
17/18,12/28/17,CRY,ARS,2.0,3.0,1.15,1.84,11.69,58.03,56.75,53.54,9.13,65.9,72.27,48.75
17/18,12/30/17,BOU,EVE,2.0,1.0,1.4,0.6,14.03,37.64,39.99,64.93,10.24,47.0,43.71,55.5
17/18,12/30/17,CHE,STK,5.0,0.0,3.1,0.28,12.31,68.46,59.16,34.03,13.81,36.17,36.75,65.54
17/18,12/30/17,HUD,BUR,0.0,0.0,0.05,1.21,12.22,36.84,32.13,53.22,13.67,41.0,32.77,52.16
17/18,12/30/17,LIV,LEI,2.0,1.0,2.57,0.79,9.55,79.38,77.49,35.75,11.37,55.85,50.29,49.36
17/18,12/30/17,NEW,BRI,0.0,0.0,0.5,0.63,13.38,46.24,44.63,52.47,15.57,40.85,37.21,53.08
17/18,12/30/17,WAT,SWA,1.0,2.0,1.18,1.31,10.34,46.69,45.85,53.98,14.65,32.31,29.71,61.83
17/18,12/30/17,MUN,SOU,0.0,0.0,1.87,0.85,10.25,62.33,59.04,43.54,9.55,48.72,41.88,46.56
17/18,12/31/17,CRY,MCI,0.0,0.0,1.72,1.1,11.69,58.03,56.75,53.54,6.4,91.09,91.43,24.51
17/18,12/31/17,WBA,ARS,1.0,1.0,1.39,0.92,13.33,42.96,35.18,48.99,9.13,65.9,72.27,48.75
17/18,1/1/18,BRI,BOU,2.0,2.0,2.37,1.28,15.57,40.85,37.21,53.08,14.03,37.64,39.99,64.93
17/18,1/1/18,BUR,LIV,1.0,2.0,0.9,1.63,13.67,41.0,32.77,52.16,9.55,79.38,77.49,35.75
17/18,1/1/18,LEI,HUD,3.0,0.0,1.45,0.23,11.37,55.85,50.29,49.36,12.22,36.84,32.13,53.22
17/18,1/1/18,STK,NEW,0.0,1.0,1.5,2.02,13.81,36.17,36.75,65.54,13.38,46.24,44.63,52.47
17/18,1/1/18,EVE,MUN,0.0,2.0,1.24,1.26,10.24,47.0,43.71,55.5,10.25,62.33,59.04,43.54
17/18,1/2/18,WHU,WBA,2.0,1.0,1.06,0.64,12.39,39.26,36.8,58.37,13.33,42.96,35.18,48.99
17/18,1/2/18,SOU,CRY,1.0,2.0,0.45,1.34,9.55,48.72,41.88,46.56,11.69,58.03,56.75,53.54
17/18,1/2/18,SWA,TOT,0.0,2.0,0.4,1.62,14.65,32.31,29.71,61.83,7.58,76.02,68.91,35.86
17/18,1/2/18,MCI,WAT,3.0,1.0,2.77,0.97,6.4,91.09,91.43,24.51,10.34,46.69,45.85,53.98
17/18,1/3/18,ARS,CHE,2.0,2.0,1.23,3.08,9.13,65.9,72.27,48.75,12.31,68.46,59.16,34.03
17/18,1/4/18,TOT,WHU,1.0,1.0,1.65,0.61,7.58,76.02,68.91,35.86,12.39,39.26,36.8,58.37
17/18,1/13/18,CHE,LEI,0.0,0.0,0.62,1.36,12.31,68.46,59.16,34.03,11.37,55.85,50.29,49.36
17/18,1/13/18,CRY,BUR,1.0,0.0,1.81,0.91,11.69,58.03,56.75,53.54,13.67,41.0,32.77,52.16
17/18,1/13/18,HUD,WHU,1.0,4.0,0.68,0.99,12.22,36.84,32.13,53.22,12.39,39.26,36.8,58.37
17/18,1/13/18,NEW,SWA,1.0,1.0,1.83,0.9,13.38,46.24,44.63,52.47,14.65,32.31,29.71,61.83
17/18,1/13/18,WAT,SOU,2.0,2.0,1.67,0.86,10.34,46.69,45.85,53.98,9.55,48.72,41.88,46.56
17/18,1/13/18,WBA,BRI,2.0,0.0,1.38,0.53,13.33,42.96,35.18,48.99,15.57,40.85,37.21,53.08
17/18,1/13/18,TOT,EVE,4.0,0.0,4.21,0.29,7.58,76.02,68.91,35.86,10.24,47.0,43.71,55.5
17/18,1/14/18,BOU,ARS,2.0,1.0,0.82,1.01,14.03,37.64,39.99,64.93,9.13,65.9,72.27,48.75
17/18,1/14/18,LIV,MCI,4.0,3.0,1.02,0.72,9.55,79.38,77.49,35.75,6.4,91.09,91.43,24.51
17/18,1/15/18,MUN,STK,3.0,0.0,1.95,1.48,10.25,62.33,59.04,43.54,13.81,36.17,36.75,65.54
17/18,1/20/18,BRI,CHE,0.0,4.0,0.88,1.52,15.57,40.85,37.21,53.08,12.31,68.46,59.16,34.03
17/18,1/20/18,ARS,CRY,4.0,1.0,3.57,0.5,9.13,65.9,72.27,48.75,11.69,58.03,56.75,53.54
17/18,1/20/18,BUR,MUN,0.0,1.0,0.57,0.86,13.67,41.0,32.77,52.16,10.25,62.33,59.04,43.54
17/18,1/20/18,EVE,WBA,1.0,1.0,0.92,1.35,10.24,47.0,43.71,55.5,13.33,42.96,35.18,48.99
17/18,1/20/18,LEI,WAT,2.0,0.0,1.52,0.74,11.37,55.85,50.29,49.36,10.34,46.69,45.85,53.98
17/18,1/20/18,STK,HUD,2.0,0.0,0.99,0.24,13.81,36.17,36.75,65.54,12.22,36.84,32.13,53.22
17/18,1/20/18,WHU,BOU,1.0,1.0,0.98,0.5,12.39,39.26,36.8,58.37,14.03,37.64,39.99,64.93
17/18,1/20/18,MCI,NEW,3.0,1.0,2.55,0.99,6.4,91.09,91.43,24.51,13.38,46.24,44.63,52.47
17/18,1/21/18,SOU,TOT,1.0,1.0,1.15,1.31,9.55,48.72,41.88,46.56,7.58,76.02,68.91,35.86
17/18,1/22/18,SWA,LIV,1.0,0.0,0.5,2.2,14.65,32.31,29.71,61.83,9.55,79.38,77.49,35.75
17/18,1/30/18,WHU,CRY,1.0,1.0,1.12,1.16,12.39,39.26,36.8,58.37,11.69,58.03,56.75,53.54
17/18,1/30/18,SWA,ARS,3.0,1.0,2.38,1.16,14.65,32.31,29.71,61.83,9.13,65.9,72.27,48.75
17/18,1/30/18,HUD,LIV,0.0,3.0,0.29,2.05,12.22,36.84,32.13,53.22,9.55,79.38,77.49,35.75
17/18,1/31/18,CHE,BOU,0.0,3.0,1.15,1.42,12.31,68.46,59.16,34.03,14.03,37.64,39.99,64.93
17/18,1/31/18,SOU,BRI,1.0,1.0,1.27,1.08,9.55,48.72,41.88,46.56,15.57,40.85,37.21,53.08
17/18,1/31/18,NEW,BUR,1.0,1.0,2.52,1.23,13.38,46.24,44.63,52.47,13.67,41.0,32.77,52.16
17/18,1/31/18,EVE,LEI,2.0,1.0,1.53,2.65,10.24,47.0,43.71,55.5,11.37,55.85,50.29,49.36
17/18,1/31/18,MCI,WBA,3.0,0.0,2.69,0.12,6.4,91.09,91.43,24.51,13.33,42.96,35.18,48.99
17/18,1/31/18,TOT,MUN,2.0,0.0,2.01,0.82,7.58,76.02,68.91,35.86,10.25,62.33,59.04,43.54
17/18,1/31/18,STK,WAT,0.0,0.0,0.72,0.74,13.81,36.17,36.75,65.54,10.34,46.69,45.85,53.98
17/18,2/3/18,BUR,MCI,1.0,1.0,0.8,2.25,13.67,41.0,32.77,52.16,6.4,91.09,91.43,24.51
17/18,2/3/18,BOU,STK,2.0,1.0,1.91,0.72,14.03,37.64,39.99,64.93,13.81,36.17,36.75,65.54
17/18,2/3/18,BRI,WHU,3.0,1.0,1.64,0.44,15.57,40.85,37.21,53.08,12.39,39.26,36.8,58.37
17/18,2/3/18,LEI,SWA,1.0,1.0,1.48,0.57,11.37,55.85,50.29,49.36,14.65,32.31,29.71,61.83
17/18,2/3/18,MUN,HUD,2.0,0.0,1.63,0.13,10.25,62.33,59.04,43.54,12.22,36.84,32.13,53.22
17/18,2/3/18,WBA,SOU,2.0,3.0,0.88,1.0,13.33,42.96,35.18,48.99,9.55,48.72,41.88,46.56
17/18,2/3/18,ARS,EVE,5.0,1.0,3.2,1.49,9.13,65.9,72.27,48.75,10.24,47.0,43.71,55.5
17/18,2/4/18,CRY,NEW,1.0,1.0,3.0,1.14,11.69,58.03,56.75,53.54,13.38,46.24,44.63,52.47
17/18,2/4/18,LIV,TOT,2.0,2.0,1.29,2.54,9.55,79.38,77.49,35.75,7.58,76.02,68.91,35.86
17/18,2/5/18,WAT,CHE,4.0,1.0,2.13,0.57,10.34,46.69,45.85,53.98,12.31,68.46,59.16,34.03
17/18,2/10/18,TOT,ARS,1.0,0.0,2.64,0.49,7.58,76.02,68.91,35.86,9.13,65.9,72.27,48.75
17/18,2/10/18,EVE,CRY,3.0,1.0,1.49,1.66,10.24,47.0,43.71,55.5,11.69,58.03,56.75,53.54
17/18,2/10/18,STK,BRI,1.0,1.0,1.4,0.9,13.81,36.17,36.75,65.54,15.57,40.85,37.21,53.08
17/18,2/10/18,SWA,BUR,1.0,0.0,0.84,0.43,14.65,32.31,29.71,61.83,13.67,41.0,32.77,52.16
17/18,2/10/18,WHU,WAT,2.0,0.0,1.83,0.8,12.39,39.26,36.8,58.37,10.34,46.69,45.85,53.98
17/18,2/10/18,MCI,LEI,5.0,1.0,2.59,0.11,6.4,91.09,91.43,24.51,11.37,55.85,50.29,49.36
17/18,2/11/18,HUD,BOU,4.0,1.0,2.57,0.43,12.22,36.84,32.13,53.22,14.03,37.64,39.99,64.93
17/18,2/11/18,NEW,MUN,1.0,0.0,0.68,1.72,13.38,46.24,44.63,52.47,10.25,62.33,59.04,43.54
17/18,2/11/18,SOU,LIV,0.0,2.0,0.85,2.36,9.55,48.72,41.88,46.56,9.55,79.38,77.49,35.75
17/18,2/12/18,CHE,WBA,3.0,0.0,2.38,0.63,12.31,68.46,59.16,34.03,13.33,42.96,35.18,48.99
17/18,2/24/18,LEI,STK,1.0,1.0,1.12,0.17,11.37,55.85,50.29,49.36,13.81,36.17,36.75,65.54
17/18,2/24/18,BOU,NEW,2.0,2.0,1.21,4.24,14.03,37.64,39.99,64.93,13.38,46.24,44.63,52.47
17/18,2/24/18,BRI,SWA,4.0,1.0,3.29,0.44,15.57,40.85,37.21,53.08,14.65,32.31,29.71,61.83
17/18,2/24/18,WBA,HUD,1.0,2.0,1.5,1.18,13.33,42.96,35.18,48.99,12.22,36.84,32.13,53.22
17/18,2/24/18,LIV,WHU,4.0,1.0,3.92,0.34,9.55,79.38,77.49,35.75,12.39,39.26,36.8,58.37
17/18,2/24/18,BUR,SOU,1.0,1.0,1.28,0.66,13.67,41.0,32.77,52.16,9.55,48.72,41.88,46.56
17/18,2/24/18,WAT,EVE,1.0,0.0,0.61,0.67,10.34,46.69,45.85,53.98,10.24,47.0,43.71,55.5
17/18,2/24/18,CRY,TOT,0.0,1.0,0.18,1.65,11.69,58.03,56.75,53.54,7.58,76.02,68.91,35.86
17/18,2/25/18,MUN,CHE,2.0,1.0,1.3,1.69,10.25,62.33,59.04,43.54,12.31,68.46,59.16,34.03
17/18,3/1/18,ARS,MCI,0.0,3.0,1.3,1.93,9.13,65.9,72.27,48.75,6.4,91.09,91.43,24.51
17/18,3/3/18,BUR,EVE,2.0,1.0,2.34,1.8,13.67,41.0,32.77,52.16,10.24,47.0,43.71,55.5
17/18,3/3/18,LEI,BOU,1.0,1.0,2.98,1.4,11.37,55.85,50.29,49.36,14.03,37.64,39.99,64.93
17/18,3/3/18,SOU,STK,0.0,0.0,0.98,0.39,9.55,48.72,41.88,46.56,13.81,36.17,36.75,65.54
17/18,3/3/18,SWA,WHU,4.0,1.0,2.31,0.5,14.65,32.31,29.71,61.83,12.39,39.26,36.8,58.37
17/18,3/3/18,TOT,HUD,2.0,0.0,1.64,0.14,7.58,76.02,68.91,35.86,12.22,36.84,32.13,53.22
17/18,3/3/18,WAT,WBA,1.0,0.0,1.24,1.09,10.34,46.69,45.85,53.98,13.33,42.96,35.18,48.99
17/18,3/3/18,LIV,NEW,2.0,0.0,1.57,0.26,9.55,79.38,77.49,35.75,13.38,46.24,44.63,52.47
17/18,3/4/18,BRI,ARS,2.0,1.0,1.48,0.8,15.57,40.85,37.21,53.08,9.13,65.9,72.27,48.75
17/18,3/4/18,MCI,CHE,1.0,0.0,0.95,0.12,6.4,91.09,91.43,24.51,12.31,68.46,59.16,34.03
17/18,3/5/18,CRY,MUN,2.0,3.0,0.74,1.25,11.69,58.03,56.75,53.54,10.25,62.33,59.04,43.54
17/18,3/10/18,MUN,LIV,2.0,1.0,0.85,0.78,10.25,62.33,59.04,43.54,9.55,79.38,77.49,35.75
17/18,3/10/18,EVE,BRI,2.0,0.0,1.69,0.32,10.24,47.0,43.71,55.5,15.57,40.85,37.21,53.08
17/18,3/10/18,HUD,SWA,0.0,0.0,1.39,0.0,12.22,36.84,32.13,53.22,14.65,32.31,29.71,61.83
17/18,3/10/18,NEW,SOU,3.0,0.0,1.36,0.5,13.38,46.24,44.63,52.47,9.55,48.72,41.88,46.56
17/18,3/10/18,WBA,LEI,1.0,4.0,0.36,1.87,13.33,42.96,35.18,48.99,11.37,55.85,50.29,49.36
17/18,3/10/18,WHU,BUR,0.0,3.0,0.73,1.42,12.39,39.26,36.8,58.37,13.67,41.0,32.77,52.16
17/18,3/10/18,CHE,CRY,2.0,1.0,3.88,1.14,12.31,68.46,59.16,34.03,11.69,58.03,56.75,53.54
17/18,3/11/18,ARS,WAT,3.0,0.0,2.38,1.55,9.13,65.9,72.27,48.75,10.34,46.69,45.85,53.98
17/18,3/11/18,BOU,TOT,1.0,4.0,1.17,2.53,14.03,37.64,39.99,64.93,7.58,76.02,68.91,35.86
17/18,3/12/18,STK,MCI,0.0,2.0,0.16,1.65,13.81,36.17,36.75,65.54,6.4,91.09,91.43,24.51
17/18,3/17/18,BOU,WBA,2.0,1.0,0.69,1.74,14.03,37.64,39.99,64.93,13.33,42.96,35.18,48.99
17/18,3/17/18,HUD,CRY,0.0,2.0,0.22,2.75,12.22,36.84,32.13,53.22,11.69,58.03,56.75,53.54
17/18,3/17/18,STK,EVE,1.0,2.0,0.89,2.98,13.81,36.17,36.75,65.54,10.24,47.0,43.71,55.5
17/18,3/17/18,LIV,WAT,5.0,0.0,1.81,0.35,9.55,79.38,77.49,35.75,10.34,46.69,45.85,53.98
17/18,3/31/18,CRY,LIV,1.0,2.0,1.91,1.72,11.69,58.03,56.75,53.54,9.55,79.38,77.49,35.75
17/18,3/31/18,BRI,LEI,0.0,2.0,1.6,1.27,15.57,40.85,37.21,53.08,11.37,55.85,50.29,49.36
17/18,3/31/18,WHU,SOU,3.0,0.0,1.45,0.45,12.39,39.26,36.8,58.37,9.55,48.72,41.88,46.56
17/18,3/31/18,MUN,SWA,2.0,0.0,2.14,0.14,10.25,62.33,59.04,43.54,14.65,32.31,29.71,61.83
17/18,3/31/18,NEW,HUD,1.0,0.0,2.54,0.28,13.38,46.24,44.63,52.47,12.22,36.84,32.13,53.22
17/18,3/31/18,WAT,BOU,2.0,2.0,0.76,2.11,10.34,46.69,45.85,53.98,14.03,37.64,39.99,64.93
17/18,3/31/18,WBA,BUR,1.0,2.0,0.39,1.42,13.33,42.96,35.18,48.99,13.67,41.0,32.77,52.16
17/18,3/31/18,EVE,MCI,1.0,3.0,0.86,1.91,10.24,47.0,43.71,55.5,6.4,91.09,91.43,24.51
17/18,4/1/18,ARS,STK,3.0,0.0,3.57,0.34,9.13,65.9,72.27,48.75,13.81,36.17,36.75,65.54
17/18,4/1/18,CHE,TOT,1.0,3.0,1.21,1.39,12.31,68.46,59.16,34.03,7.58,76.02,68.91,35.86
17/18,4/7/18,EVE,LIV,0.0,0.0,0.72,0.95,10.24,47.0,43.71,55.5,9.55,79.38,77.49,35.75
17/18,4/7/18,BOU,CRY,2.0,2.0,2.09,1.15,14.03,37.64,39.99,64.93,11.69,58.03,56.75,53.54
17/18,4/7/18,BRI,HUD,1.0,1.0,1.53,1.49,15.57,40.85,37.21,53.08,12.22,36.84,32.13,53.22
17/18,4/7/18,LEI,NEW,1.0,2.0,1.09,0.29,11.37,55.85,50.29,49.36,13.38,46.24,44.63,52.47
17/18,4/7/18,STK,TOT,1.0,2.0,1.4,1.8,13.81,36.17,36.75,65.54,7.58,76.02,68.91,35.86
17/18,4/7/18,WAT,BUR,1.0,2.0,1.37,1.38,10.34,46.69,45.85,53.98,13.67,41.0,32.77,52.16
17/18,4/7/18,WBA,SWA,1.0,1.0,1.23,0.66,13.33,42.96,35.18,48.99,14.65,32.31,29.71,61.83
17/18,4/7/18,MCI,MUN,2.0,3.0,3.43,1.22,6.4,91.09,91.43,24.51,10.25,62.33,59.04,43.54
17/18,4/8/18,ARS,SOU,3.0,2.0,1.59,2.17,9.13,65.9,72.27,48.75,9.55,48.72,41.88,46.56
17/18,4/8/18,CHE,WHU,1.0,1.0,2.12,0.3,12.31,68.46,59.16,34.03,12.39,39.26,36.8,58.37
17/18,4/14/18,SOU,CHE,2.0,3.0,1.29,0.66,9.55,48.72,41.88,46.56,12.31,68.46,59.16,34.03
17/18,4/14/18,BUR,LEI,2.0,1.0,1.06,2.0,13.67,41.0,32.77,52.16,11.37,55.85,50.29,49.36
17/18,4/14/18,CRY,BRI,3.0,2.0,2.5,1.54,11.69,58.03,56.75,53.54,15.57,40.85,37.21,53.08
17/18,4/14/18,HUD,WAT,1.0,0.0,0.93,0.31,12.22,36.84,32.13,53.22,10.34,46.69,45.85,53.98
17/18,4/14/18,SWA,EVE,1.0,1.0,1.2,1.61,14.65,32.31,29.71,61.83,10.24,47.0,43.71,55.5
17/18,4/14/18,LIV,BOU,3.0,0.0,2.64,0.54,9.55,79.38,77.49,35.75,14.03,37.64,39.99,64.93
17/18,4/14/18,TOT,MCI,1.0,3.0,0.45,3.62,7.58,76.02,68.91,35.86,6.4,91.09,91.43,24.51
17/18,4/15/18,NEW,ARS,2.0,1.0,0.89,1.42,13.38,46.24,44.63,52.47,9.13,65.9,72.27,48.75
17/18,4/15/18,MUN,WBA,0.0,1.0,0.64,0.82,10.25,62.33,59.04,43.54,13.33,42.96,35.18,48.99
17/18,4/16/18,WHU,STK,1.0,1.0,0.81,1.41,12.39,39.26,36.8,58.37,13.81,36.17,36.75,65.54
17/18,4/17/18,BRI,TOT,1.0,1.0,0.99,1.36,15.57,40.85,37.21,53.08,7.58,76.02,68.91,35.86
17/18,4/18/18,BOU,MUN,0.0,2.0,1.18,1.62,14.03,37.64,39.99,64.93,10.25,62.33,59.04,43.54
17/18,4/19/18,BUR,CHE,1.0,2.0,0.22,1.77,13.67,41.0,32.77,52.16,12.31,68.46,59.16,34.03
17/18,4/19/18,LEI,SOU,0.0,0.0,0.52,0.65,11.37,55.85,50.29,49.36,9.55,48.72,41.88,46.56
17/18,4/20/18,WBA,LIV,2.0,2.0,1.4,1.64,13.33,42.96,35.18,48.99,9.55,79.38,77.49,35.75
17/18,4/21/18,WAT,CRY,0.0,0.0,0.59,0.18,10.34,46.69,45.85,53.98,11.69,58.03,56.75,53.54
17/18,4/22/18,ARS,WHU,4.0,1.0,2.07,0.62,9.13,65.9,72.27,48.75,12.39,39.26,36.8,58.37
17/18,4/22/18,STK,BUR,1.0,1.0,0.36,1.61,13.81,36.17,36.75,65.54,13.67,41.0,32.77,52.16
17/18,4/22/18,MCI,SWA,5.0,0.0,3.42,0.3,6.4,91.09,91.43,24.51,14.65,32.31,29.71,61.83
17/18,4/23/18,EVE,NEW,1.0,0.0,0.95,0.48,10.24,47.0,43.71,55.5,13.38,46.24,44.63,52.47
17/18,4/28/18,LIV,STK,0.0,0.0,2.12,0.78,9.55,79.38,77.49,35.75,13.81,36.17,36.75,65.54
17/18,4/28/18,BUR,BRI,0.0,0.0,1.55,0.38,13.67,41.0,32.77,52.16,15.57,40.85,37.21,53.08
17/18,4/28/18,CRY,LEI,5.0,0.0,2.79,0.94,11.69,58.03,56.75,53.54,11.37,55.85,50.29,49.36
17/18,4/28/18,HUD,EVE,0.0,2.0,0.57,0.94,12.22,36.84,32.13,53.22,10.24,47.0,43.71,55.5
17/18,4/28/18,NEW,WBA,0.0,1.0,1.58,0.7,13.38,46.24,44.63,52.47,13.33,42.96,35.18,48.99
17/18,4/28/18,SOU,BOU,2.0,1.0,1.73,1.02,9.55,48.72,41.88,46.56,14.03,37.64,39.99,64.93
17/18,4/28/18,SWA,CHE,0.0,1.0,0.5,1.45,14.65,32.31,29.71,61.83,12.31,68.46,59.16,34.03
17/18,4/29/18,WHU,MCI,1.0,4.0,0.23,2.29,12.39,39.26,36.8,58.37,6.4,91.09,91.43,24.51
17/18,4/29/18,MUN,ARS,2.0,1.0,1.55,0.65,10.25,62.33,59.04,43.54,9.13,65.9,72.27,48.75
17/18,4/30/18,TOT,WAT,2.0,0.0,1.77,1.37,7.58,76.02,68.91,35.86,10.34,46.69,45.85,53.98
17/18,5/4/18,BRI,MUN,1.0,0.0,0.92,0.65,15.57,40.85,37.21,53.08,10.25,62.33,59.04,43.54
17/18,5/5/18,STK,CRY,1.0,2.0,0.75,1.31,13.81,36.17,36.75,65.54,11.69,58.03,56.75,53.54
17/18,5/5/18,LEI,WHU,0.0,2.0,0.39,1.43,11.37,55.85,50.29,49.36,12.39,39.26,36.8,58.37
17/18,5/5/18,WAT,NEW,2.0,1.0,2.81,0.61,10.34,46.69,45.85,53.98,13.38,46.24,44.63,52.47
17/18,5/5/18,WBA,TOT,1.0,0.0,1.22,0.97,13.33,42.96,35.18,48.99,7.58,76.02,68.91,35.86
17/18,5/5/18,BOU,SWA,1.0,0.0,1.7,1.01,14.03,37.64,39.99,64.93,14.65,32.31,29.71,61.83
17/18,5/5/18,EVE,SOU,1.0,1.0,0.42,0.63,10.24,47.0,43.71,55.5,9.55,48.72,41.88,46.56
17/18,5/6/18,MCI,HUD,0.0,0.0,0.79,0.55,6.4,91.09,91.43,24.51,12.22,36.84,32.13,53.22
17/18,5/6/18,CHE,LIV,1.0,0.0,0.81,0.43,12.31,68.46,59.16,34.03,9.55,79.38,77.49,35.75
17/18,5/6/18,ARS,BUR,5.0,0.0,2.92,0.22,9.13,65.9,72.27,48.75,13.67,41.0,32.77,52.16
17/18,5/8/18,SWA,SOU,0.0,1.0,0.39,1.49,14.65,32.31,29.71,61.83,9.55,48.72,41.88,46.56
17/18,5/9/18,LEI,ARS,3.0,1.0,2.2,1.54,11.37,55.85,50.29,49.36,9.13,65.9,72.27,48.75
17/18,5/9/18,CHE,HUD,1.0,1.0,2.25,0.63,12.31,68.46,59.16,34.03,12.22,36.84,32.13,53.22
17/18,5/9/18,MCI,BRI,3.0,1.0,1.65,1.01,6.4,91.09,91.43,24.51,15.57,40.85,37.21,53.08
17/18,5/9/18,TOT,NEW,1.0,0.0,0.84,0.83,7.58,76.02,68.91,35.86,13.38,46.24,44.63,52.47
17/18,5/10/18,WHU,MUN,0.0,0.0,0.78,0.6,12.39,39.26,36.8,58.37,10.25,62.33,59.04,43.54
17/18,5/13/18,WHU,EVE,3.0,1.0,1.18,1.68,12.39,39.26,36.8,58.37,10.24,47.0,43.71,55.5
17/18,5/13/18,TOT,LEI,5.0,4.0,1.83,1.27,7.58,76.02,68.91,35.86,11.37,55.85,50.29,49.36
17/18,5/13/18,SWA,STK,1.0,2.0,1.71,1.75,14.65,32.31,29.71,61.83,13.81,36.17,36.75,65.54
17/18,5/13/18,BUR,BOU,1.0,2.0,1.16,1.39,13.67,41.0,32.77,52.16,14.03,37.64,39.99,64.93
17/18,5/13/18,CRY,WBA,2.0,0.0,2.36,0.22,11.69,58.03,56.75,53.54,13.33,42.96,35.18,48.99
17/18,5/13/18,HUD,ARS,0.0,1.0,1.31,2.33,12.22,36.84,32.13,53.22,9.13,65.9,72.27,48.75
17/18,5/13/18,LIV,BRI,4.0,0.0,3.51,0.04,9.55,79.38,77.49,35.75,15.57,40.85,37.21,53.08
17/18,5/13/18,MUN,WAT,1.0,0.0,0.46,0.65,10.25,62.33,59.04,43.54,10.34,46.69,45.85,53.98
17/18,5/13/18,NEW,CHE,3.0,0.0,2.24,0.84,13.38,46.24,44.63,52.47,12.31,68.46,59.16,34.03
17/18,5/13/18,SOU,MCI,0.0,1.0,0.51,0.77,9.55,48.72,41.88,46.56,6.4,91.09,91.43,24.51
18/19,8/10/18,MUN,LEI,2.0,1.0,1.51,1.74,10.49,61.86,68.62,52.3,11.27,56.24,52.11,44.64
18/19,8/11/18,NEW,TOT,1.0,2.0,0.97,2.58,13.99,39.22,39.91,57.55,9.4,61.44,61.75,49.15
18/19,8/11/18,WAT,BRI,2.0,0.0,1.42,0.46,11.36,46.0,51.73,63.29,13.63,36.19,37.03,62.46
18/19,8/11/18,HUD,CHE,0.0,3.0,0.4,2.31,10.93,29.61,29.0,67.19,9.79,71.45,63.97,38.11
18/19,8/11/18,FUL,CRY,0.0,2.0,0.64,1.08,13.75,33.6,42.62,73.59,14.16,51.93,50.64,52.8
18/19,8/11/18,BOU,CAR,2.0,0.0,2.6,1.51,15.34,51.49,58.81,62.42,14.64,37.45,41.77,66.5
18/19,8/11/18,WOL,EVE,2.0,2.0,0.89,0.72,13.66,59.91,53.06,42.69,9.81,55.54,53.87,49.31
18/19,8/12/18,SOU,BUR,0.0,0.0,1.02,1.41,11.13,45.11,49.67,59.27,13.58,42.0,44.74,66.12
18/19,8/12/18,LIV,WHU,4.0,0.0,4.34,0.4,9.99,83.45,79.46,29.15,12.2,43.72,47.96,65.66
18/19,8/12/18,ARS,MCI,0.0,2.0,0.45,2.02,9.47,58.97,64.8,57.3,8.44,90.64,93.72,25.73
18/19,8/18/18,CAR,NEW,0.0,0.0,1.16,1.55,14.64,37.45,41.77,66.5,13.99,39.22,39.91,57.55
18/19,8/18/18,WHU,BOU,1.0,2.0,1.1,1.69,12.2,43.72,47.96,65.66,15.34,51.49,58.81,62.42
18/19,8/18/18,TOT,FUL,3.0,1.0,3.27,1.44,9.4,61.44,61.75,49.15,13.75,33.6,42.62,73.59
18/19,8/18/18,LEI,WOL,2.0,0.0,0.22,1.09,11.27,56.24,52.11,44.64,13.66,59.91,53.06,42.69
18/19,8/18/18,EVE,SOU,2.0,1.0,2.02,1.77,9.81,55.54,53.87,49.31,11.13,45.11,49.67,59.27
18/19,8/18/18,CHE,ARS,3.0,2.0,1.72,2.46,9.79,71.45,63.97,38.11,9.47,58.97,64.8,57.3
18/19,8/19/18,MCI,HUD,6.0,1.0,4.6,0.66,8.44,90.64,93.72,25.73,10.93,29.61,29.0,67.19
18/19,8/19/18,BUR,WAT,1.0,3.0,0.39,1.92,13.58,42.0,44.74,66.12,11.36,46.0,51.73,63.29
18/19,8/19/18,BRI,MUN,3.0,2.0,1.64,1.57,13.63,36.19,37.03,62.46,10.49,61.86,68.62,52.3
18/19,8/20/18,CRY,LIV,0.0,2.0,0.37,2.82,14.16,51.93,50.64,52.8,9.99,83.45,79.46,29.15
18/19,8/25/18,WOL,MCI,1.0,1.0,1.26,1.84,13.66,59.91,53.06,42.69,8.44,90.64,93.72,25.73
18/19,8/25/18,SOU,LEI,1.0,2.0,0.54,0.52,11.13,45.11,49.67,59.27,11.27,56.24,52.11,44.64
18/19,8/25/18,HUD,CAR,0.0,0.0,0.2,1.06,10.93,29.61,29.0,67.19,14.64,37.45,41.77,66.5
18/19,8/25/18,BOU,EVE,2.0,2.0,2.59,0.54,15.34,51.49,58.81,62.42,9.81,55.54,53.87,49.31
18/19,8/25/18,ARS,WHU,3.0,1.0,1.79,1.18,9.47,58.97,64.8,57.3,12.2,43.72,47.96,65.66
18/19,8/25/18,LIV,BRI,1.0,0.0,1.81,0.54,9.99,83.45,79.46,29.15,13.63,36.19,37.03,62.46
18/19,8/26/18,WAT,CRY,2.0,1.0,1.15,1.22,11.36,46.0,51.73,63.29,14.16,51.93,50.64,52.8
18/19,8/26/18,FUL,BUR,4.0,2.0,1.92,1.57,13.75,33.6,42.62,73.59,13.58,42.0,44.74,66.12
18/19,8/26/18,NEW,CHE,1.0,2.0,0.21,1.5,13.99,39.22,39.91,57.55,9.79,71.45,63.97,38.11
